1,2,3,4,5,6,7,8,9,10,11,date
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        1 11977
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        2 11977
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,       3 11977
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        1 21977
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        2 21977
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 9999, 9999, 9999,       3 21977
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        1 31977
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        2 31977
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,       3 31977
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        1 41977
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        2 41977
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 9999,       3 41977
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        1 51977
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        2 51977
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,       3 51977
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        1 61977
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        2 61977
 0.000, 0.000, 3.000,16.000, 3.000, 0.000, 0.000, 0.000, 0.000, 0.000, 9999,       3 61977
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        1 71977
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 3.000,9999,        2 71977
 5.000, 3.000, 1.000, 4.000, 6.000, 6.000, 8.000, 6.000, 5.000, 3.000, 2.000,       3 71977
 1.000, 0.000, 0.000, 1.000, 3.000, 9.000, 9.000,35.000,44.000,34.000,9999,        1 81977
23.000,17.000,14.000,16.000,17.000,52.000,65.000,66.000,63.000,60.000,9999,        2 81977
54.000,45.000,37.000,31.000,27.000,56.000,84.000,87.000,75.000,60.000,56.000,       3 81977
53.000,46.000,45.000,52.000,48.000,51.000,52.000,50.000,46.000,40.000,9999,        1 91977
34.000,30.000,26.000,23.000,20.000,17.000,14.000,11.000, 9.000, 8.000,9999,        2 91977
 7.000, 7.000, 6.000, 8.000,10.000, 9.000, 8.000, 6.000, 5.000, 5.000, 9999,       3 91977
 4.000, 2.000, 1.000, 0.000, 1.000, 1.000, 1.000, 0.000, 0.000, 0.000,9999,        1101977
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        2101977
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,       3101977
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        1111977
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        2111977
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 9999,       3111977
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        1121977
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        2121977
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,       3121977
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        1 11978
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        2 11978
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,       3 11978
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        1 21978
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        2 21978
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 9999, 9999, 9999,       3 21978
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        1 31978
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        2 31978
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,       3 31978
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        1 41978
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        2 41978
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 9999,       3 41978
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        1 51978
 1.000, 2.000, 2.000, 2.000, 2.000, 2.000, 1.000, 1.000, 0.000, 0.000,9999,        2 51978
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,       3 51978
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        1 61978
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        2 61978
 0.000, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 9999,       3 61978
 0.000, 0.000, 2.000, 3.000, 4.000, 3.000, 2.000, 2.000, 2.000, 3.000,9999,        1 71978
 4.000, 5.000, 5.000, 6.000, 7.000, 7.000, 7.000, 8.000, 9.000, 9.000,9999,        2 71978
 9.000, 9.000,11.000, 9.000, 8.000, 7.000, 6.000, 3.000, 1.000, 1.000, 2.000,       3 71978
 6.000,10.000, 9999, 9999, 9999, 9999, 9999,15.000, 9999,14.000,9999,        1 81978
11.000,11.000, 8.000, 6.000, 5.000, 5.000, 7.000, 9.000,10.000,12.000,9999,        2 81978
13.000,13.000,12.000,11.000,10.000, 9.000, 7.000, 6.000, 3.000, 6.000, 6.000,       3 81978
 8.000, 9.000, 9.000, 9.000, 9.000, 8.000, 9999, 6.000, 4.000, 3.000,9999,        1 91978
 2.000, 1.000, 2.000, 2.000, 2.000, 2.000, 3.000, 4.000, 4.000, 6.000,9999,        2 91978
 7.000, 9.000,10.000,10.000,10.000,10.000,11.000,13.000,14.000,13.000, 9999,       3 91978
11.000, 9.000, 6.000, 4.000, 3.000, 2.000, 2.000, 2.000, 1.000, 1.000,9999,        1101978
 1.000, 1.000, 1.000, 1.000, 1.000, 1.000, 1.000, 1.000, 1.000, 1.000,9999,        2101978
 1.000, 1.000, 1.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,       3101978
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        1111978
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        2111978
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 9999,       3111978
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        1121978
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        2121978
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,       3121978
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        1 11979
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        2 11979
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,       3 11979
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        1 21979
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        2 21979
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 9999, 9999, 9999,       3 21979
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        1 31979
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        2 31979
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,       3 31979
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        1 41979
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        2 41979
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 9999,       3 41979
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        1 51979
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        2 51979
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 3.000, 4.000, 2.000, 1.000,       3 51979
 0.000, 0.000, 1.000, 1.000, 1.000, 1.000, 4.000,10.000,12.000,11.000,9999,        1 61979
 8.000, 6.000, 4.000, 5.000, 4.000, 2.000, 3.000, 8.000,11.000,11.000,9999,        2 61979
 8.000, 5.000, 2.000, 2.000, 2.000, 2.000, 1.000, 1.000, 0.000, 0.000, 9999,       3 61979
 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 1.000, 2.000, 2.000, 3.000,9999,        1 71979
 2.000, 1.000, 0.000, 0.000, 0.000, 0.000, 3.000, 2.000, 4.000, 9.000,9999,        2 71979
13.000,13.000,10.000, 8.000,17.000,30.000,33.000,30.000,25.000,20.000,15.000,       3 71979
11.000, 9.000, 8.000, 9.000,11.000,10.000,11.000,10.000, 9.000,10.000,9999,        1 81979
10.000,10.000,11.000,10.000,11.000,11.000,10.000, 8.000, 8.000, 7.000,9999,        2 81979
 5.000, 4.000, 3.000, 4.000, 5.000, 5.000, 5.000, 4.000, 3.000, 2.000, 3.000,       3 81979
 3.000, 4.000, 5.000, 7.000, 8.000, 9.000,10.000,12.000,14.000,17.000,9999,        1 91979
22.000,26.000,30.000,35.000,34.000,30.000,27.000,25.000,23.000,20.000,9999,        2 91979
17.000,15.000,13.000,11.000, 9.000, 8.000, 6.000, 5.000, 5.000, 5.000, 9999,       3 91979
 7.000, 6.000, 5.000, 5.000, 4.000, 4.000, 3.000, 3.000, 3.000, 2.000,9999,        1101979
 2.000, 2.000, 1.000, 1.000, 1.000, 1.000, 1.000, 0.000, 0.000, 0.000,9999,        2101979
 1.000, 1.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,       3101979
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        1111979
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        2111979
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 9999,       3111979
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        1121979
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        2121979
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,       3121979
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        1 11980
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        2 11980
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,       3 11980
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        1 21980
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        2 21980
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 9999, 9999,       3 21980
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        1 31980
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        2 31980
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,       3 31980
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        1 41980
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        2 41980
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 9999,       3 41980
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        1 51980
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        2 51980
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 1.000,       3 51980
 1.000, 0.000, 0.000, 2.000, 7.000,17.000,21.000,22.000,18.000,14.000,9999,        1 61980
 9.000, 5.000, 3.000, 2.000, 3.000, 4.000, 3.000, 2.000, 1.000, 0.000,9999,        2 61980
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 9999,       3 61980
 2.000, 2.000, 2.000, 1.000, 1.000, 1.000, 0.000, 0.000, 1.000, 4.000,9999,        1 71980
 4.000, 3.000, 1.000, 1.000, 2.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        2 71980
 0.000, 0.000, 1.000, 2.000, 2.000, 3.000, 5.000, 7.000, 9.000, 9.000, 8.000,       3 71980
 6.000, 4.000, 3.000, 3.000, 1.000, 1.000, 4.000,12.000,16.000,20.000,9999,        1 81980
20.000,18.000,19.000,20.000,20.000,19.000,17.000,14.000,12.000,10.000,9999,        2 81980
 7.000, 5.000, 4.000, 4.000, 6.000, 7.000, 7.000,10.000,13.000,19.000,25.000,       3 81980
28.000,30.000,31.000,31.000,30.000,28.000,26.000,22.000,19.000,15.000,9999,        1 91980
12.000,10.000, 8.000, 6.000, 4.000, 4.000, 3.000, 3.000, 2.000, 2.000,9999,        2 91980
 1.000, 1.000, 1.000, 1.000, 1.000, 2.000, 1.000, 1.000, 0.000, 1.000, 9999,       3 91980
 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        1101980
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        2101980
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,       3101980
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        1111980
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        2111980
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 9999,       3111980
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        1121980
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        2121980
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,       3121980
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        1 11981
