1,2,3,4,5,6,7,8,9,10,11,date
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        2 11981
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,       3 11981
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        1 21981
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        2 21981
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 9999, 9999, 9999,       3 21981
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        1 31981
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        2 31981
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,       3 31981
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        1 41981
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        2 41981
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 9999,       3 41981
 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999,9999,        1 51981
 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 0.000, 0.000,9999,        2 51981
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.000, 0.000, 3.000, 5.000,       3 51981
 4.000, 3.000, 1.000, 1.000, 1.000, 1.000, 1.000, 1.000, 2.000, 2.000,9999,        1 61981
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.000, 3.000, 9.000,12.000,9999,        2 61981
12.000, 9.000, 4.000, 2.000, 1.000, 2.000, 1.000, 0.000, 0.000, 0.000, 9999,       3 61981
 0.000, 2.000, 3.000, 3.000, 4.000, 3.000, 3.000, 3.000, 2.000, 1.000,9999,        1 71981
 3.000, 5.000, 5.000, 4.000, 4.000, 5.000, 9.000,11.000,13.000,15.000,9999,        2 71981
13.000, 9.000, 8.000,11.000,14.000,18.000,19.000,17.000,14.000,10.000, 9.000,       3 71981
16.000,19.000,16.000,13.000,10.000, 9.000, 8.000, 8.000, 8.000, 7.000,9999,        1 81981
 6.000, 6.000, 5.000,10.000,19.000,25.000,22.000,16.000,13.000,12.000,9999,        2 81981
13.000,13.000,11.000, 9.000, 8.000, 5.000, 4.000, 3.000, 3.000, 3.000, 4.000,       3 81981
 6.000, 8.000, 9.000, 8.000, 7.000, 8.000, 8.000, 9.000,10.000,11.000,9999,        1 91981
12.000,12.000,13.000,13.000,12.000,12.000,12.000,11.000,10.000, 9.000,9999,        2 91981
 8.000, 8.000, 7.000, 6.000, 5.000, 4.000, 3.000, 2.000, 1.000, 1.000, 9999,       3 91981
 1.000, 1.000, 1.000, 1.000, 9999, 9999, 9999, 0.000, 9999, 9999,9999,        1101981
 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 0.000,9999,        2101981
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,       3101981
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        1111981
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        2111981
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 9999,       3111981
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        1121981
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        2121981
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,       3121981
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        1 11982
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        2 11982
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,       3 11982
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        1 21982
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        2 21982
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 9999, 9999, 9999,       3 21982
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        1 31982
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        2 31982
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,       3 31982
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        1 41982
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        2 41982
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 9999,       3 41982
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        1 51982
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        2 51982
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 3.000, 5.000, 5.000,       3 51982
 3.000, 1.000, 0.000, 0.000, 0.000, 1.000, 2.000, 3.000, 3.000, 2.000,9999,        1 61982
 1.000, 2.000, 2.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        2 61982
 0.000, 0.000, 0.000, 0.000, 0.000, 4.000, 7.000, 9.000, 9.000, 9.000, 9999,       3 61982
 6.000, 3.000, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 1.000, 0.000,9999,        1 71982
 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000,9999,        2 71982
 0.000, 0.000, 0.000, 1.000, 2.000, 4.000, 4.000, 3.000, 2.000, 1.000, 2.000,       3 71982
 5.000, 6.000, 6.000, 5.000, 4.000, 4.000, 3.000, 2.000, 1.000, 1.000,9999,        1 81982
 2.000, 4.000, 5.000, 6.000, 6.000, 6.000, 5.000, 4.000, 3.000, 2.000,9999,        2 81982
 3.000, 3.000, 2.000, 2.000, 2.000, 3.000, 3.000, 4.000, 5.000, 6.000, 8.000,       3 81982
 8.000, 6.000, 5.000, 4.000, 3.000, 4.000, 5.000, 5.000, 5.000, 5.000,9999,        1 91982
 5.000, 4.000, 3.000, 3.000, 2.000, 2.000, 1.000, 1.000, 0.000, 0.000,9999,        2 91982
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 9999,       3 91982
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        1101982
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        2101982
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,       3101982
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        1111982
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        2111982
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 9999,       3111982
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        1121982
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        2121982
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,       3121982
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        1 11983
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        2 11983
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,       3 11983
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        1 21983
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        2 21983
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 9999, 9999, 9999,       3 21983
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        1 31983
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        2 31983
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,       3 31983
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        1 41983
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        2 41983
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 9999,       3 41983
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,9999,        1 51983
 0.000, 0.000, 0.000, 0.000, 3.000, 3.000, 3.000, 3.000, 3.000, 3.000,9999,        2 51983
 9999, 9999, 9999, 9999, 3.000, 2.000, 0.000, 0.000, 0.000, 0.000, 0.000,       3 51983
 1.000, 4.000, 7.000,12.000,13.000,10.000, 7.000, 3.000, 2.000, 2.000,9999,        1 61983
 1.000, 0.000, 1.000, 1.000, 1.000,14.000,37.000,25.000,15.000,12.000,9999,        2 61983
12.000, 7.000, 5.000, 9.000,14.000,15.000,12.000,10.000, 6.000, 5.000, 9999,       3 61983
 3.000, 2.000, 1.000, 0.000, 0.000, 0.000, 1.000, 3.000,13.000,14.000,9999,        1 71983
 9.000, 5.000, 2.000, 2.000, 2.000, 2.000, 3.000, 3.000, 4.000, 3.000,9999,        2 71983
 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 1.000,       3 71983
 3.000, 5.000, 5.000, 4.000, 3.000, 2.000, 1.000, 2.000, 2.000, 2.000,9999,        1 81983
 2.000, 1.000, 0.000, 1.000, 3.000, 5.000, 6.000, 6.000, 6.000, 5.000,9999,        2 81983
