MOU HOUN (VOLTA NOIRE),             SAMANDENI
 2.000, 2.000, 2.000, 2.000, 2.000, 2.000, 2.000, 2.000, 2.000, 2.000,9999,        1 11977
 2.000, 2.000, 2.000, 2.000, 2.000, 2.000, 2.000, 2.000, 2.000, 2.000,9999,        2 11977
 2.000, 2.000, 2.000, 2.000, 2.000, 2.000, 2.000, 2.000, 2.000, 2.000, 2.000,       3 11977
 2.000, 2.000, 2.000, 2.000, 2.000, 2.000, 2.000, 2.000, 2.000, 2.000,9999,        1 21977
 2.000, 2.000, 2.000, 2.000, 2.000, 2.000, 2.000, 2.000, 2.000, 2.000,9999,        2 21977
 2.000, 2.000, 2.000, 2.000, 2.000, 2.000, 2.000, 2.000, 9999, 9999, 9999,       3 21977
 2.000, 2.000, 2.000, 2.000, 2.000, 2.000, 2.000, 2.000, 2.000, 2.000,9999,        1 31977
 2.000, 2.000, 2.000, 2.000, 2.000, 2.000, 2.000, 2.000, 2.000, 1.000,9999,        2 31977
 1.000, 1.000, 1.000, 1.000, 1.000, 1.000, 1.000, 1.000, 1.000, 1.000, 1.000,       3 31977
 1.000, 1.000, 1.000, 1.000, 1.000, 1.000, 1.000, 1.000, 1.000, 1.000,9999,        1 41977
 1.000, 1.000, 1.000, 1.000, 1.000, 2.000, 2.000, 2.000, 2.000, 2.000,9999,        2 41977
 2.000, 2.000, 2.000, 2.000, 2.000, 2.000, 2.000, 2.000, 2.000, 2.000, 9999,       3 41977
 2.000, 2.000, 2.000, 2.000, 2.000, 2.000, 3.000, 3.000, 2.000, 2.000,9999,        1 51977
 2.000, 2.000, 3.000, 5.000, 6.000, 3.000, 2.000, 2.000, 3.000, 2.000,9999,        2 51977
 2.000, 3.000, 4.000, 3.000, 2.000, 2.000, 2.000, 2.000, 3.000, 3.000, 2.000,       3 51977
 2.000, 2.000, 2.000, 2.000, 2.000, 2.000, 2.000, 2.000, 2.000, 2.000,9999,        1 61977
 3.000, 4.000, 4.000, 3.000, 5.000, 8.000, 9.000, 9.000, 7.000, 4.000,9999,        2 61977
 3.000, 3.000, 2.000, 2.000, 3.000, 3.000, 4.000, 7.000, 8.000, 7.000, 9999,       3 61977
 4.000, 7.000, 8.000, 9.000, 8.000, 6.000, 4.000, 4.000, 4.000, 3.000,9999,        1 71977
 4.000, 4.000, 3.000, 3.000, 3.000, 6.000, 8.000, 7.000, 4.000, 2.000,9999,        2 71977
 2.000, 2.000, 2.000, 2.000, 2.000, 2.000, 2.000, 3.000, 6.000, 9.000, 9.000,       3 71977
 8.000, 8.000, 8.000, 9.000, 7.000, 7.000, 8.000, 8.000, 7.000, 7.000,9999,        1 81977
10.000,11.000,12.000,12.000,12.000,12.000,13.000,13.000,13.000,13.000,9999,        2 81977
13.000,16.000,19.000,17.000,16.000,19.000,20.000,21.000,26.000,29.000,30.000,       3 81977
32.000,42.000,40.000,38.000,38.000,37.000,36.000,36.000,35.000,36.000,9999,        1 91977
38.000,38.000,38.000,40.000,42.000,42.000,42.000,42.000,41.000,40.000,9999,        2 91977
40.000,40.000,39.000,39.000,39.000,39.000,39.000,38.000,36.000,34.000, 9999,       3 91977
31.000,29.000,26.000,24.000,23.000,22.000,21.000,21.000,20.000,20.000,9999,        1101977
19.000,19.000,18.000,17.000,16.000,14.000,14.000,13.000,12.000,11.000,9999,        2101977
11.000,10.000,10.000, 9.000, 9.000,10.000,10.000, 9.000, 9.000, 8.000, 7.000,       3101977
 7.000, 6.000, 5.000, 3.000, 4.000, 4.000, 4.000, 4.000, 4.000, 4.000,9999,        1111977
 3.000, 3.000, 3.000, 3.000, 3.000, 3.000, 3.000, 3.000, 3.000, 3.000,9999,        2111977
 3.000, 3.000, 2.000, 2.000, 2.000, 2.000, 2.000, 2.000, 3.000, 9999, 9999,       3111977
 3.000, 3.000, 3.000, 3.000, 3.000, 3.000, 3.000, 3.000, 3.000, 3.000,9999,        1121977
 3.000, 3.000, 3.000, 3.000, 3.000, 3.000, 3.000, 3.000, 3.000, 3.000,9999,        2121977
 2.000, 2.000, 2.000, 2.000, 2.000, 2.000, 2.000, 2.000, 2.000, 2.000, 2.000,       3121977
 1.000, 1.000, 1.000, 1.000, 1.000, 1.000, 1.000, 1.000, 1.000, 1.000,9999,        1 11978
 1.000, 1.000, 1.000, 1.000, 1.000, 1.000, 1.000, 1.000, 1.000, 1.000,9999,        2 11978
 1.000, 1.000, 1.000, 1.000, 1.000, 1.000, 1.000, 1.000, 1.000, 1.000, 1.000,       3 11978
 1.000, 1.000, 1.000, 1.000, 1.000, 1.000, 1.000, 1.000, 1.000, 1.000,9999,        1 21978
 1.000, 1.000, 1.000, 1.000, 1.000, 1.000, 1.000, 1.000, 1.000, 1.000,9999,        2 21978
 1.000, 1.000, 1.000, 1.000, 1.000, 1.000, 1.000, 1.000, 9999, 9999, 9999,       3 21978
 1.000, 1.000, 1.000, 1.000, 1.000, 1.000, 1.000, 1.000, 1.000, 1.000,9999,        1 31978
 1.000, 2.000, 2.000, 2.000, 2.000, 2.000, 2.000, 2.000, 2.000, 2.000,9999,        2 31978
 2.000, 2.000, 2.000, 2.000, 2.000, 2.000, 2.000, 2.000, 2.000, 2.000, 2.000,       3 31978
 9999, 9999, 9999, 9999, 9999, 9999, 2.000, 2.000, 1.000, 1.000,9999,        1 41978
 2.000, 2.000, 2.000, 2.000, 2.000, 2.000, 2.000, 2.000, 2.000, 2.000,9999,        2 41978
 2.000, 2.000, 2.000, 2.000, 2.000, 2.000, 4.000, 5.000, 2.000, 3.000, 9999,       3 41978
 5.000, 5.000, 3.000, 3.000, 3.000, 3.000, 2.000, 2.000, 2.000, 2.000,9999,        1 51978
 1.000, 1.000, 2.000, 2.000, 1.000, 1.000, 1.000, 1.000, 1.000, 1.000,9999,        2 51978
 1.000, 1.000, 1.000, 1.000, 2.000, 1.000, 3.000, 2.000, 3.000, 2.000, 2.000,       3 51978
 2.000, 4.000, 3.000, 2.000, 1.000, 2.000, 2.000, 2.000, 2.000, 1.000,9999,        1 61978
 1.000, 1.000, 1.000, 1.000, 1.000, 1.000, 1.000, 2.000, 2.000, 1.000,9999,        2 61978
 1.000, 3.000, 3.000, 2.000, 2.000, 4.000, 5.000, 5.000, 5.000, 9999, 9999,       3 61978
